738	969	184	276	325	960	549
423	446	36	41	709	636	576
940	836	745	892	520	469	922
861	23	184	523	108	937	244
754	255	815	841	292	442	984
195	684	497	603	872	24	144
237	670	986	662	83	416	935
422	529	739	71	972	384	980
958	440	111	125	281	37	700
222	459	734	511	320	522	739
122	888	759	361	139	649	160
591	599	211	137	671	719	616
364	523	923	303	502	100	584
45	549	279	734	926	906	657
864	986	731	275	93	322	770
687	209	832	341	396	497	904
126	661	593	609	567	311	234
273	209	179	698	118	530	149
799	255	737	578	17	134	92
44	933	405	314	214	902	511
836	337	154	21	471	171	495
337	28	578	887	619	577	68
267	551	50	399	408	812	360
415	377	679	727	346	591	198
717	56	284	581	244	673	104
134	270	142	924	48	673	963
85	489	810	509	343	73	34
168	942	842	8	749	837	221
757	166	855	718	220	76	343
496	93	168	814	362	523	957
73	809	606	503	587	888	91
222	624	890	619	640	247	992
39	713	469	27	903	356	231
776	133	780	386	477	54	797
449	303	623	449	364	29	409
722	450	263	82	75	430	770
17	571	31	64	98	72	16
189	602	360	680	958	912	218
3	524	124	685	351	968	650
506	72	242	26	871	121	463
331	789	999	659	911	250	439
846	994	75	222	748	455	758
842	60	351	370	219	665	460
254	491	468	994	952	53	178
114	126	408	605	973	138	700
36	407	677	721	671	570	538
456	861	966	423	973	32	53
362	96	485	528	743	282	553
872	386	85	438	2	437	9
221	177	600	948	120	711	212
959	203	900	30	63	884	16
2	877	581	27	308	83	71
72	754	387	853	82	70	809
137	502	321	244	589	336	646
33	861	284	354	63	342	461
504	974	19	979	268	178	919
520	806	582	542	76	933	502
412	143	841	435	614	368	671
360	919	189	485	432	946	660
675	626	121	109	891	831	480
898	905	251	40	727	304	575
186	935	637	659	609	726	283
384	310	777	874	607	35	434
1	549	727	94	222	319	141
622	406	624	633	303	906	121
354	191	539	672	744	411	26
18	833	682	831	261	367	417
176	957	706	406	369	198	184
607	342	237	709	799	514	642
894	459	927	811	663	805	842
812	780	412	767	50	586	423
665	743	752	55	333	800	482
911	25	267	149	253	101	43
526	448	909	295	470	752	822
253	730	722	474	897	932	66
300	42	96	330	219	812	109
665	58	141	356	243	337	925
338	410	254	102	589	965	92
325	58	956	922	550	232	641
265	945	681	993	386	15	639
259	64	735	314	900	752	415
407	560	365	871	896	725	294
273	470	420	443	416	550	637
734	454	137	816	552	529	695
364	517	471	568	906	923	286
261	77	921	243	468	916	749
654	370	848	81	242	993	848
944	268	655	163	201	689	161
700	393	497	225	843	879	560
434	734	167	931	736	797	930
494	973	817	256	501	950	119
37	219	451	810	417	672	274
265	744	333	191	838	788	616
585	20	822	181	910	349	676
993	70	625	647	202	758	739
430	420	964	626	372	99	991
745	482	534	158	707	467	909
400	472	375	143	451	794	463
193	177	672	412	583	773	513
3	526	351	434	248	282	129
87	923	190	26	396	187	951
488	114	746	498	329	900	481
744	642	571	607	773	480	152
782	538	62	242	35	210	515
226	86	718	184	26	586	802
923	178	669	453	906	326	196
711	488	335	181	579	986	976
675	841	835	382	237	812	881
114	43	15	651	131	727	526
601	373	154	190	112	111	601
269	74	257	770	398	800	509
981	609	210	200	643	932	159
934	858	65	372	605	716	387
542	751	39	563	480	798	216
150	28	335	456	448	672	676
561	708	628	153	926	891	345
353	892	801	185	872	12	567
877	857	276	143	707	143	857
521	570	794	390	181	660	387
440	593	279	560	589	379	696
358	569	193	290	809	590	341
779	255	84	177	825	100	986
742	292	482	304	770	269	279
419	126	896	884	577	111	624
189	833	2	733	344	273	459
1	972	477	449	368	562	559
215	742	542	632	935	532	327
666	557	998	142	838	533	444
903	841	670	606	759	281	441
530	581	898	625	741	137	775
298	985	832	127	575	140	546
572	967	766	608	186	178	783
47	496	746	140	908	584	468
900	505	9	787	898	138	895
900	543	709	330	979	14	677
88	770	385	81	388	427	295
821	226	180	68	466	766	452
732	896	903	522	727	525	853
133	99	706	362	949	416	763
238	362	675	744	489	394	537
590	272	273	17	732	920	771
632	923	658	77	52	879	667
876	905	938	314	923	5	5
868	472	515	136	204	656	401
424	95	590	529	696	440	515
267	30	403	49	241	616	436
912	317	815	809	339	94	392
121	176	715	277	711	730	377
83	803	65	126	574	656	533
627	998	901	677	948	202	147
167	706	96	444	561	39	295
487	449	51	862	446	590	185
205	2	972	452	440	794	584
630	616	694	567	472	519	575
123	123	226	745	939	131	788
589	498	170	226	957	578	866
636	341	929	106	468	159	661
172	893	247	804	509	797	2
239	322	78	885	505	460	714
131	275	594	390	987	199	494
208	536	854	921	390	884	505
803	787	450	434	827	737	324
431	451	366	847	779	321	136
309	290	476	862	271	455	817
886	202	755	486	724	69	715
378	662	498	592	177	74	175
792	791	119	17	158	930	350
149	961	392	300	598	15	482
217	224	171	93	851	199	673
8	787	399	617	297	473	48
53	310	711	802	418	928	877
843	498	368	976	318	676	201
577	748	314	783	23	703	863
893	724	442	986	155	222	703
542	503	291	439	366	698	376
441	697	717	81	749	355	849
477	970	622	474	525	615	727
15	959	855	536	49	504	149
442	906	186	884	906	239	984
562	789	138	501	561	493	628
438	298	825	707	648	495	249
382	264	331	894	30	257	107
21	314	217	147	836	362	534
849	947	975	452	803	712	806
171	307	398	132	87	426	129
159	753	546	219	748	681	653
454	71	732	207	639	996	937
829	369	616	169	727	207	908
543	449	706	689	247	951	235
827	679	153	580	247	566	49
928	759	647	893	627	204	135
607	644	720	821	274	368	389
889	384	710	134	132	101	380
321	656	152	317	614	998	559
807	609	964	315	162	239	617
283	910	747	946	263	185	550
802	501	29	342	333	902	654
417	978	746	633	798	657	60
751	702	290	442	692	322	780
371	897	280	383	472	866	130
229	313	339	746	888	734	667
580	792	782	337	519	949	643
771	853	426	738	302	647	218
436	804	300	9	360	631	877
9	711	955	483	183	989	868
352	591	154	329	357	990	234
582	812	947	489	351	195	26
564	441	360	116	15	899	316
34	210	430	730	578	395	219
465	168	296	448	813	125	93
902	542	713	837	695	913	502
619	97	955	485	740	331	27
113	173	99	743	68	260	620
698	502	269	948	619	465	960
307	920	794	24	258	143	958
277	429	240	42	108	464	656
268	706	86	85	316	604	722
888	932	272	607	855	698	940
969	312	400	857	516	451	527
497	128	972	217	398	643	363
396	894	600	898	87	966	552
626	602	682	672	28	757	978
608	108	578	42	234	124	867
936	811	108	812	211	590	187
354	582	30	256	167	808	472
643	197	535	255	283	913	800
846	183	186	226	495	309	960
545	351	935	630	592	281	505
724	848	953	321	241	886	810
377	521	562	785	442	702	199
672	488	124	907	266	34	930
969	998	906	995	126	53	67
136	954	616	648	467	582	286
100	18	771	440	445	467	851
445	737	567	281	59	996	383
894	550	110	169	930	807	973
921	597	209	610	277	443	623
310	538	950	300	202	778	986
750	442	167	85	177	263	127
469	900	317	366	679	66	83
987	134	416	809	604	966	262
23	316	8	369	202	58	582
642	259	169	471	304	18	196
776	892	254	549	800	660	536
634	113	699	725	94	521	946
936	504	459	799	177	701	43
823	683	400	335	137	502	561
110	514	818	386	99	24	913
43	347	613	208	814	292	176
77	468	967	587	190	129	737
357	157	81	565	632	516	490
723	601	514	668	691	234	189
266	261	862	50	107	75	153
498	749	397	713	594	187	469
425	204	955	95	225	946	874
170	638	930	881	30	227	258
207	287	706	998	26	125	258
608	623	36	418	417	834	398
482	730	265	303	893	698	55
439	95	642	558	158	564	934
866	873	25	84	970	740	76
385	714	266	602	291	583	712
823	354	528	958	707	986	506
419	583	403	15	820	585	366
878	414	726	101	116	564	431
916	659	948	374	340	76	166
305	736	599	281	338	650	158
327	647	109	548	225	415	531
425	816	652	223	506	656	822
175	230	901	744	100	150	373
35	777	165	677	795	241	954
791	548	980	105	292	30	820
737	573	979	462	919	209	862
611	611	186	624	493	392	778
25	584	918	337	655	643	489
247	463	68	790	712	984	609
422	454	646	206	589	749	769
810	629	895	149	820	877	974
598	823	87	805	999	169	355
18	530	917	721	876	564	727
31	209	631	1	583	192	915
458	212	770	446	82	999	612
769	529	540	344	55	260	969
529	983	779	670	744	652	825
321	711	562	174	452	871	911
124	918	204	209	536	298	808
132	78	848	40	552	241	25
32	632	558	207	402	962	81
886	142	60	970	484	798	672
186	772	235	79	213	842	724
383	672	375	210	613	827	394
448	706	354	491	868	589	856
375	911	854	575	34	56	423
730	429	170	491	532	263	669
684	654	264	495	922	751	140
973	896	502	209	157	33	707
941	291	881	273	41	744	137
932	470	919	83	993	393	563
270	500	955	419	976	492	51
525	667	774	381	365	300	772
545	784	497	525	447	314	380
252	918	363	946	107	860	217
436	878	754	658	292	285	849
639	209	580	413	954	423	629
680	789	511	688	250	822	395
938	791	844	406	806	548	96
19	262	10	327	714	650	646
569	529	686	748	21	272	962
665	947	414	926	649	335	475
767	553	118	128	455	394	37
159	50	992	177	733	499	306
813	461	772	600	960	832	844
163	765	199	578	266	905	993
504	495	647	936	764	698	85
360	887	951	737	850	845	662
900	776	964	615	405	233	660
990	892	580	197	921	295	286
727	399	728	606	155	133	804
494	922	289	370	751	82	106
575	768	826	598	180	271	200
758	291	700	368	891	58	399
416	922	754	878	871	972	905
742	546	827	206	125	200	890
482	851	614	60	802	556	266
922	201	509	507	64	650	98
91	774	670	129	279	115	757
691	132	832	607	975	727	91
477	718	199	266	90	302	225
67	85	592	888	176	589	907
707	163	820	806	153	737	55
369	515	22	801	208	638	575
499	218	393	759	378	694	18
922	548	948	778	586	833	127
558	934	625	383	428	4	465
743	575	420	240	715	936	968
316	265	973	651	592	494	675
250	425	568	947	951	427	639
242	107	795	400	363	221	335
441	266	426	685	851	92	790
540	506	807	836	684	228	566
2	624	645	944	248	951	613
601	258	344	732	847	706	445
787	698	535	248	654	561	713
566	686	556	246	829	630	628
633	649	850	414	4	108	197
989	264	230	834	778	874	735
706	802	961	797	451	713	205
715	738	312	398	337	645	358
725	579	667	267	596	110	869
13	584	282	640	289	80	92
918	736	115	800	906	667	156
801	61	919	820	913	813	604
564	12	558	357	863	909	115
211	268	267	974	296	600	550
739	75	122	965	949	500	374
84	877	765	488	441	144	182
191	978	273	384	546	402	441
699	888	193	442	680	741	172
351	541	134	92	843	673	317
562	123	281	74	247	161	918
389	356	124	745	355	551	589
67	683	137	209	475	692	906
646	493	205	740	194	53	183
406	14	293	491	837	279	954
582	309	86	204	7	441	362
322	851	300	594	206	257	529
733	208	41	609	723	238	854
635	854	723	962	119	742	886
203	932	288	618	18	913	412
755	461	735	994	963	374	261
259	946	830	25	700	105	374
73	356	174	755	332	78	523
867	916	290	271	935	536	417
725	845	958	436	742	783	524
361	435	349	964	938	678	238
491	747	932	431	234	713	505
93	992	251	626	194	141	189
88	839	425	850	140	368	721
896	966	336	824	48	648	298
5	96	754	570	794	932	445
29	762	887	951	833	693	894
244	101	283	255	169	513	905
476	431	123	562	741	835	530
395	697	225	319	151	329	36
454	849	550	410	945	106	135
807	621	86	908	637	635	324
599	175	266	511	203	123	411
204	273	36	839	568	925	22
848	562	21	75	310	126	850
758	171	769	172	896	505	478
521	643	409	81	86	113	878
686	115	945	734	59	23	517
390	760	30	406	531	299	284
445	123	8	53	384	362	717
21	690	110	807	156	46	576
581	816	38	307	924	255	328
657	966	996	873	920	405	482
598	249	428	563	519	49	318
877	269	60	435	64	8	602
277	118	583	660	95	137	967
554	150	223	779	259	742	381
791	880	708	186	280	540	588
813	807	396	885	997	597	327
519	955	232	282	565	493	100
489	810	389	712	629	673	216
474	97	19	983	394	352	240
739	695	211	228	65	150	437
236	427	744	502	947	511	316
542	853	590	303	181	741	809
121	104	903	64	636	588	490
202	283	112	243	309	149	816
270	57	664	408	524	494	504
891	183	849	697	178	800	479
527	455	524	908	125	702	725
927	988	293	327	647	186	324
939	51	655	884	989	912	512
995	687	285	313	745	775	84
644	831	400	795	327	99	414
148	932	129	659	943	523	163
949	692	491	884	676	878	212
551	477	711	647	889	188	926
802	466	993	835	431	315	499
880	192	71	740	9	829	677
503	991	207	920	513	511	872
662	957	614	6	978	174	239
663	477	703	550	411	977	228
888	78	180	316	823	238	747
126	504	367	77	770	990	76
314	504	331	77	639	57	54
282	662	874	988	533	348	264
57	916	455	251	103	121	643
327	2	145	492	378	200	355
318	295	536	566	190	482	763
480	492	816	818	406	937	547
103	294	441	63	421	487	563
109	16	19	205	262	350	783
119	119	31	653	688	179	779
496	115	838	855	143	603	780
721	478	878	840	501	698	282
448	523	821	927	724	641	449
564	405	678	982	163	601	756
239	560	849	998	200	508	653
847	73	887	343	42	377	128
807	421	272	878	586	193	307
147	636	467	587	365	124	804
907	82	24	870	359	933	900
115	600	409	960	984	662	512
635	279	224	295	28	691	557
146	345	724	253	785	76	449
315	623	297	328	336	15	794
130	349	543	493	443	820	300
818	487	595	36	562	120	728
913	748	974	884	195	796	382
78	173	380	797	772	703	788
480	255	814	724	340	821	501
5	843	692	140	117	540	209
532	185	978	856	559	988	384
189	492	765	62	897	192	444
473	678	368	422	904	906	353
629	567	340	852	990	907	447
891	804	681	60	538	654	689
36	467	962	56	660	607	981
143	239	903	792	98	608	820
524	111	908	474	368	762	60
261	130	894	807	346	947	440
434	248	724	884	837	36	20
929	461	97	992	979	770	65
981	720	649	373	823	641	728
205	798	984	944	723	471	310
71	343	447	92	649	384	26
432	952	289	489	882	164	251
421	793	346	46	166	801	513
627	363	860	502	102	677	557
564	210	374	484	264	993	74
316	748	643	172	234	599	966
753	396	227	385	473	247	702
722	775	811	654	755	233	120
433	162	807	411	990	159	561
495	683	836	20	625	275	129
101	694	564	494	657	595	232
722	942	905	529	287	944	584
513	42	906	788	384	811	38
417	831	139	814	78	638	965
888	720	924	578	869	635	767
19	880	883	461	583	761	209
179	537	281	649	384	579	752
118	657	507	582	991	94	906
348	365	22	495	312	292	982
905	798	570	232	72	871	969
760	917	816	109	391	769	751
549	751	20	181	536	623	24
328	973	954	814	7	867	520
885	563	4	547	379	680	108
832	498	614	283	228	898	700
984	538	298	935	322	384	134
664	54	558	338	452	859	697
136	348	179	822	561	129	639
385	220	853	915	696	674	906
251	762	803	302	105	435	877
467	695	302	293	932	831	335
852	501	351	757	670	7	752
680	67	278	567	829	621	871
82	957	35	946	861	497	887
601	559	368	911	87	106	19
686	528	933	719	149	989	438
652	347	638	880	559	128	327
330	698	534	393	544	518	970
461	585	197	170	500	776	857
804	655	237	795	777	452	669
2	874	315	985	987	907	859
189	66	703	926	782	458	59
723	606	587	430	79	435	740
100	936	725	910	855	662	370
218	585	351	753	58	919	178
551	862	458	615	781	362	36
142	32	412	732	49	526	963
319	39	293	869	831	907	385
145	352	499	236	183	391	646
625	37	789	541	384	641	811
494	40	654	934	741	918	816
678	425	215	946	553	672	99
673	934	783	161	506	631	187
101	424	326	33	918	641	141
128	47	815	89	565	15	321
921	210	378	379	960	292	720
550	826	366	898	671	434	754
451	646	186	502	448	443	171
569	391	512	566	431	114	712
595	491	290	5	687	708	692
591	832	472	344	292	779	47
416	304	137	647	582	948	185
877	906	475	313	820	979	119
430	333	880	667	110	685	899
212	966	348	947	750	124	166
225	29	777	267	973	808	695
59	141	90	828	76	965	891
111	93	397	363	415	388	418
373	80	746	645	217	358	779
328	805	159	68	973	158	606
613	704	450	731	170	88	798
425	937	811	173	604	970	652
942	859	97	280	443	485	362
704	754	38	229	968	505	576
79	257	696	503	430	235	429
455	393	569	723	958	284	422
208	786	639	503	373	853	70
313	377	105	457	346	212	239
363	143	856	60	198	559	216
440	131	605	291	626	989	166
291	136	396	297	171	375	575
970	158	361	607	605	239	621
379	819	161	708	274	977	893
24	492	407	877	174	764	471
110	854	229	387	456	297	97
118	869	803	706	669	518	842
483	136	992	584	281	566	374
530	659	215	799	345	820	213
62	801	703	321	421	732	303
47	16	831	845	13	746	107
102	466	600	534	8	488	833
341	135	648	469	142	502	780
306	149	95	958	39	832	648
226	92	285	593	206	584	971
19	894	663	64	781	616	544
921	418	319	255	38	447	158
373	713	7	449	558	824	13
578	550	587	84	548	17	4
688	66	165	500	171	89	14
897	392	556	395	213	732	931
806	341	486	726	673	478	299
479	721	165	153	306	529	39
970	768	9	517	220	384	603
220	863	748	158	640	592	798
337	568	489	465	626	820	307
143	177	366	31	534	995	609
250	164	151	488	139	466	53
30	726	403	664	251	924	885
178	515	503	224	360	2	477
714	362	823	391	273	703	492
738	144	939	647	654	868	217
530	438	438	929	427	294	727
337	776	292	865	585	226	642
531	102	306	690	984	741	112
217	586	439	751	899	58	457
513	446	658	956	130	688	856
711	699	161	910	293	245	168
921	679	320	828	743	835	617
685	495	832	850	682	218	367
468	689	988	533	371	890	234
700	976	105	904	45	324	297
358	125	277	997	402	15	387
589	450	186	794	566	189	5
630	268	665	94	743	786	233
320	136	39	493	979	337	779
437	22	933	254	318	989	150
43	661	616	328	24	136	935
765	13	942	786	903	773	218
766	707	174	770	121	755	299
130	83	920	387	953	369	622
663	966	774	534	648	759	108
563	844	547	366	476	54	706
645	883	985	615	503	763	345
129	388	615	875	752	597	36
742	277	152	921	82	32	553
264	907	332	95	577	851	902
579	138	325	430	26	526	957
445	253	989	530	120	724	474
864	250	413	212	9	905	838
670	766	942	45	347	304	926
362	597	153	459	625	818	600
607	453	475	367	624	885	712
982	421	432	880	968	880	544
583	847	772	168	759	241	729
900	732	865	333	212	225	108
528	882	946	384	971	12	850
250	38	194	581	146	357	935
697	813	501	361	876	309	732
663	750	753	486	152	656	57
273	707	26	863	256	723	634
542	774	360	385	194	266	650
396	452	393	861	350	670	825
682	205	592	160	365	559	4
483	897	623	414	769	794	368
797	534	6	695	74	92	145
388	137	486	688	18	139	206
806	772	187	403	773	713	670
986	6	19	706	555	947	557
690	820	179	444	674	590	360
427	337	134	442	322	524	878
181	215	533	700	228	636	445
506	436	938	73	806	27	581
695	873	192	909	275	203	237
459	479	96	286	181	576	509
299	824	526	255	903	305	754
676	455	720	910	400	798	574
582	894	983	713	446	435	878
339	322	227	571	307	766	458
35	392	441	707	633	21	139
83	92	93	205	799	794	316
55	520	592	640	382	268	977
443	39	951	814	811	179	460
197	806	4	953	911	592	27
789	187	410	934	834	876	704
90	90	944	406	583	525	305
276	390	466	172	334	838	6
242	534	874	62	349	789	694
145	790	332	481	88	19	17
943	923	611	613	423	819	219
704	204	774	577	166	299	19
453	326	8	188	848	756	341
363	277	605	971	524	964	742
679	505	507	405	954	896	608
161	563	674	778	402	533	32
812	736	267	211	537	231	511
562	998	475	482	49	248	54
850	786	771	202	836	704	117
469	121	778	767	918	600	835
915	790	887	686	279	109	514
931	690	891	379	763	700	2
794	363	514	338	301	975	180
866	739	306	946	383	626	222
534	550	307	319	76	118	319
799	149	7	84	527	840	262
489	547	728	248	308	481	353
854	701	163	183	486	752	790
602	609	698	80	997	447	78
991	169	684	480	788	204	951
776	266	668	820	93	476	113
465	733	160	794	800	451	588
583	772	909	282	341	627	146
266	515	160	214	241	165	632
676	89	13	630	66	138	852
38	469	366	720	642	369	987
23	256	151	230	523	783	493
892	979	965	105	827	455	746
299	130	184	131	212	365	921
238	626	232	765	966	38	51
296	582	570	497	23	131	111
730	388	989	536	309	385	124
364	499	363	394	287	685	433
923	509	305	620	979	752	164
738	243	596	722	264	861	650
735	998	576	7	271	246	591
380	338	349	923	40	874	460
715	969	602	88	420	508	370
236	216	863	167	414	579	274
784	181	494	645	162	303	514
868	171	350	240	325	478	455
647	256	991	396	185	897	715
957	428	489	479	93	504	892
862	687	309	423	225	721	454
100	114	79	662	804	414	574
20	152	602	889	769	113	732
898	606	87	295	231	360	593
431	54	843	667	420	173	352
105	539	648	612	912	517	296
99	310	127	232	839	264	864
959	4	4	604	257	218	493
688	801	620	947	643	733	15
150	306	922	129	701	667	145
380	352	87	336	67	977	332
661	291	450	723	273	829	475
357	837	117	317	617	180	688
743	223	466	852	595	676	944
932	414	164	541	872	901	871
822	470	193	805	46	53	981
299	229	581	156	267	518	565
680	126	424	534	106	816	706
456	183	8	686	421	580	470
121	107	667	493	260	808	895
371	302	271	746	983	891	152
407	273	602	969	97	489	787
76	198	981	556	201	804	652
193	679	159	677	456	391	18
50	106	277	371	186	852	656
860	309	474	452	526	199	341
612	241	889	469	472	96	582
802	479	440	33	733	106	81
613	419	690	982	960	191	484
560	96	61	3	95	451	673
857	656	906	166	928	609	878
108	319	858	883	250	445	459
397	845	460	267	86	513	193
651	955	398	875	4	346	402
623	722	680	783	902	414	121
59	280	855	753	358	911	568
620	340	215	661	353	686	6
608	99	963	223	885	766	473
175	514	61	82	850	103	922
962	428	592	831	496	832	559
742	533	915	778	369	467	746
429	557	145	980	955	133	596
579	100	350	821	821	80	215
392	470	50	642	782	33	592
446	626	398	907	467	884	258
784	153	146	606	59	549	340
616	359	982	818	738	115	996
475	901	696	280	193	80	556
638	864	600	792	453	686	966
439	881	570	274	924	303	501
159	54	827	707	972	225	321
896	116	650	664	829	838	669
379	12	601	39	788	709	31
325	396	657	983	952	510	254
826	101	854	863	663	163	126
56	537	547	847	37	566	967
58	364	39	583	561	86	981
381	627	95	329	77	369	692
85	640	566	452	558	113	994
647	678	586	743	786	162	317
911	641	17	741	701	226	354
264	455	192	569	333	983	520
207	890	927	986	866	745	393
151	509	281	89	840	853	27
603	540	394	750	295	417	543
270	155	401	995	438	208	94
728	991	485	912	526	539	524
209	763	417	829	893	72	479
954	948	383	351	329	846	983
218	317	943	980	568	138	765
300	97	550	400	670	526	50
342	756	431	466	859	836	78
819	811	865	956	824	529	108
954	409	797	90	16	230	142
47	704	735	697	807	444	13
626	740	68	981	300	667	790
407	800	215	527	619	433	892
424	310	69	503	534	515	403
874	287	609	214	497	110	668
180	98	315	334	261	940	654
351	81	859	383	310	94	575
434	488	436	775	961	58	835
839	910	122	373	713	475	583
462	191	424	32	814	123	470
686	880	71	936	634	477	287
825	556	279	91	531	650	215
441	535	239	540	293	434	230
207	262	701	21	961	545	691
814	709	397	664	267	592	654
133	659	794	357	29	789	533
772	65	380	940	723	835	160
268	798	90	887	251	22	2
614	376	507	695	842	215	209
304	553	735	992	723	625	931
160	383	974	261	511	989	798
775	857	822	75	996	219	558
408	738	193	92	449	716	917
66	120	297	541	857	269	796
615	337	533	911	621	724	674
13	919	232	961	784	212	628
407	311	406	578	893	874	901
356	778	798	871	717	95	752
903	253	27	559	678	987	477
274	267	609	520	538	288	36
216	201	180	389	20	644	675
996	385	699	24	170	35	526
904	667	130	520	874	283	642
429	918	457	915	191	22	494
779	975	376	335	665	465	861
583	249	21	453	601	218	334
390	822	598	519	966	903	211
784	739	790	235	427	396	667
525	413	527	327	209	325	894
633	551	467	464	175	344	151
844	809	800	509	911	415	826
552	948	268	652	972	265	864
903	736	352	56	665	956	706
604	432	753	351	192	432	844
595	618	234	606	76	697	877
159	765	446	78	220	103	108
554	156	708	992	453	362	99
922	517	189	7	388	789	553
375	688	274	194	573	412	97
334	445	388	793	143	205	327
588	989	886	507	763	615	534
826	519	607	682	998	594	252
868	288	86	651	874	469	426
279	519	736	229	231	902	674
515	172	802	476	749	969	354
315	998	509	1	38	51	930
982	642	194	987	800	868	179
829	257	55	204	518	795	69
68	764	44	635	29	353	748
76	925	554	859	632	79	235
355	754	744	573	157	933	395
711	760	568	803	27	985	641
436	280	179	59	70	959	760
201	927	149	199	698	107	450
401	767	214	765	506	614	82
276	137	13	986	262	184	995
675	960	241	646	903	338	885
880	526	743	804	749	381	996
713	876	645	592	150	727	458
423	437	889	456	340	178	664
693	119	16	385	558	604	707
859	745	364	856	396	51	414
269	518	678	392	202	87	288
470	37	936	764	447	448	540
348	536	431	536	34	412	920
308	328	170	293	398	854	275
786	147	786	373	676	241	72
191	969	98	491	369	660	513
120	868	752	67	816	66	201
238	911	362	899	671	623	367
848	732	470	898	147	250	696
275	626	778	681	60	716	370
606	923	917	912	896	361	554
452	547	180	385	752	90	977
924	543	888	59	769	586	24
646	903	316	882	401	984	834
756	195	16	503	167	36	13
716	476	846	372	470	677	710
792	550	703	928	333	124	891
885	204	918	234	905	804	940
428	78	658	139	601	473	40
417	208	130	534	971	206	642
674	949	450	94	993	296	421
980	661	778	613	933	303	138
876	83	344	585	368	969	57
733	781	96	688	356	693	109
116	677	546	742	91	682	733
721	608	253	960	144	527	997
706	64	190	582	961	526	994
796	810	728	955	446	744	777
