159;293;109;77
278;278;278;278
102;98;62;103
174;250;168;114
230;269;52;72
211;135;296;171
139;279;36;243
230;144;180;94
179;179;288;209
126;129;276;45
213;213;279;248
95;265;187;196
295;163;133;186
253;188;282;50
273;188;16;151
256;70;116;152
62;163;93;282
285;285;285;285
193;259;186;192
79;129;79;145
136;261;136;38
264;264;232;12
204;204;23;277
207;199;96;151
221;22;189;137
50;50;50;50
265;27;162;27
202;202;202;202
247;291;59;207
103;101;188;199
224;128;69;36
169;169;169;169
99;14;285;14
137;270;251;152
235;170;48;53
141;74;232;32
276;287;189;287
10;98;31;64
128;128;128;128
113;101;113;227
118;73;263;37
137;200;133;147
182;182;182;182
75;75;75;75
59;59;59;59
285;95;222;227
96;69;38;292
84;212;27;212
79;256;300;16
290;46;124;290
285;285;13;83
257;94;116;247
95;228;10;278
63;63;112;236
5;185;161;246
292;292;28;91
128;90;211;128
119;34;79;71
252;176;252;30
156;276;218;174
274;212;159;77
195;28;151;269
280;280;280;280
15;15;15;15
17;298;197;287
224;226;118;15
77;257;76;22
171;219;281;256
40;36;296;225
32;32;32;32
142;103;221;285
41;41;41;41
74;112;112;69
135;76;289;263
30;123;181;150
172;53;266;142
164;229;229;167
48;133;293;156
170;6;133;82
203;235;221;203
97;233;105;137
228;180;86;25
11;289;224;81
70;70;70;70
16;16;16;16
30;30;30;30
53;53;53;53
181;283;135;131
101;236;47;15
173;194;144;283
134;89;292;160
73;262;109;262
142;241;185;18
24;64;45;64
262;53;262;259
75;41;181;121
128;270;224;287
5;141;59;288
33;119;195;160
34;34;34;34
120;120;120;120
258;97;194;259
147;147;147;147
184;94;191;188
265;135;227;135
58;202;64;94
38;170;119;207
90;118;191;97
263;263;263;263
280;221;167;280
13;267;278;278
208;10;273;97
257;182;182;184
198;291;77;292
238;15;39;229
165;97;60;135
40;40;40;40
21;21;21;21
110;59;102;96
87;87;87;87
281;38;10;156
218;163;218;206
194;258;189;162
232;10;155;149
243;243;243;243
281;291;172;142
212;102;207;66
296;258;250;54
179;51;64;56
52;279;283;103
160;147;91;59
90;227;164;46
198;106;179;37
253;90;32;38
138;198;199;253
298;120;181;234
158;158;62;141
129;21;297;150
293;157;25;23
261;261;261;261
17;5;17;52
28;243;243;274
73;73;73;73
163;278;271;278
38;31;233;72
20;20;20;20
60;76;240;73
186;186;186;186
50;255;221;166
287;91;181;39
127;210;242;242
168;213;94;74
270;270;270;270
114;63;141;5
278;53;268;123
253;43;40;253
74;210;82;288
157;173;258;115
127;130;292;286
240;204;297;243
19;96;182;96
243;10;170;196
130;7;7;130
101;70;238;283
202;114;39;115
38;38;38;38
214;259;251;294
218;218;218;218
8;52;5;174
103;171;140;184
163;230;145;7
262;136;236;99
68;187;199;187
128;189;234;286
38;214;208;208
5;254;22;117
295;67;240;298
285;80;196;203
206;235;7;7
116;16;211;59
129;134;7;22
168;25;249;156
270;148;47;148
192;192;192;192
271;40;40;258
184;278;227;45
57;86;269;57
18;118;226;284
243;233;240;243
64;159;190;282
63;108;256;58
7;108;198;292
48;48;183;143
233;299;38;38
25;294;41;285
286;264;300;67
111;194;213;232
17;9;72;110
11;176;286;275
217;217;217;217
150;150;150;150
247;247;255;35
190;190;190;190
204;204;204;204
252;62;145;21
145;17;193;193
258;241;120;117
186;186;186;186
256;14;67;104
195;227;184;168
277;63;19;46
206;176;129;102
239;73;132;132
251;197;249;27
7;83;29;141
164;164;251;121
184;39;194;39
206;206;206;206
69;97;221;276
264;22;158;139
196;110;118;115
117;100;173;284
245;245;245;245
295;264;174;174
121;155;65;61
158;226;86;120
206;266;179;229
48;48;48;48
120;120;213;243
211;198;118;278
118;292;210;288
19;167;167;59
295;256;60;130
54;54;54;54
74;74;74;74
164;35;267;220
164;148;148;263
10;40;290;156
145;157;285;81
249;102;134;298
214;157;294;119
212;242;92;92
185;192;256;295
135;299;135;76
36;240;17;220
90;144;44;77
227;210;210;284
282;22;271;201
281;285;285;39
94;137;238;58
187;187;187;187
16;16;16;16
96;226;25;97
59;252;146;222
161;161;161;161
276;256;218;92
77;220;12;133
235;96;121;8
127;137;276;253
43;142;184;73
152;152;152;152
262;180;61;116
24;296;231;24
178;87;99;108
267;217;259;181
87;87;87;87
59;132;11;58
82;82;82;82
273;25;88;182
35;144;146;95
230;268;261;116
11;265;248;227
46;46;46;46
64;144;8;8
104;179;206;7
161;146;35;161
216;19;116;296
143;128;223;223
237;237;237;237
197;168;8;293
176;176;176;176
92;164;60;95
85;219;35;85
36;36;36;36
274;293;272;59
74;136;158;78
61;176;196;155
216;95;231;57
170;170;170;170
287;287;287;287
152;24;247;8
88;265;231;39
135;92;101;76
181;277;148;191
227;261;249;173
118;157;249;160
126;126;126;126
197;103;134;147
251;278;190;113
103;176;72;268
214;214;202;150
194;218;210;167
214;161;151;128
218;289;148;89
123;199;25;25
221;221;221;221
177;65;158;206
33;267;256;79
296;191;147;280
208;183;279;214
80;183;43;46
242;31;138;168
199;12;233;21
247;173;173;74
229;213;154;104
235;92;79;138
234;152;152;225
172;210;12;172
48;48;48;48
214;129;44;118
295;106;141;96
293;156;86;155
88;211;137;11
90;49;249;36
257;257;257;257
200;177;291;10
200;200;200;200
289;289;289;289
189;189;189;189
97;97;97;97
73;95;120;18
90;90;90;90
156;156;156;156
181;236;219;137
27;293;274;248
142;205;281;66
101;291;63;123
205;269;266;68
207;121;209;241
117;165;165;10
90;90;90;90
9;147;147;72
5;135;28;259
81;81;81;81
112;62;112;254
283;54;283;94
216;51;33;258
202;89;197;48
172;272;250;191
149;102;157;233
165;120;84;36
34;97;82;235
186;274;21;130
102;52;75;151
210;210;210;210
114;285;30;165
300;40;242;242
300;181;269;300
222;263;58;218
29;295;270;27
233;24;18;24
137;164;151;198
232;244;191;252
7;297;16;29
274;274;274;274
184;184;184;184
110;16;110;54
92;92;92;92
211;63;75;142
157;157;157;157
228;228;229;75
188;240;191;126
73;246;246;99
227;266;46;211
97;11;279;132
47;22;9;16
45;269;99;277
143;288;228;187
173;158;59;202
156;156;156;156
34;279;34;159
78;274;285;270
46;46;46;46
241;200;207;207
131;14;108;115
103;103;103;103
284;200;194;40
172;179;155;134
129;193;200;187
164;152;180;164
172;172;172;172
211;207;196;282
107;107;107;107
67;298;45;103
266;113;285;285
220;165;219;26
135;135;135;135
78;181;165;78
285;277;242;279
220;236;191;258
160;128;279;111
251;235;203;84
217;257;257;249
110;110;110;110
111;111;111;111
135;135;135;135
253;97;124;143
243;243;243;243
141;291;97;97
44;106;134;211
85;207;118;132
88;88;228;290
67;67;67;67
57;57;57;57
138;182;248;20
183;183;183;183
10;151;210;258
174;156;41;137
189;195;93;227
70;39;142;36
291;299;138;217
106;106;106;106
270;270;270;270
118;215;286;118
195;110;60;60
262;262;262;262
63;63;63;63
202;290;138;50
186;107;112;88
269;272;164;13
44;58;96;276
93;221;154;112
286;270;198;264
253;192;208;77
68;27;117;74
53;195;15;15
161;181;76;164
73;52;188;253
162;15;285;285
208;213;174;199
46;198;243;234
171;50;94;273
282;7;262;282
279;254;36;254
195;166;50;297
105;77;84;156
174;96;174;142
174;31;20;211
115;115;115;115
279;249;76;154
173;57;131;136
27;27;27;27
80;102;258;80
133;243;122;283
47;202;180;291
117;142;81;150
172;216;266;162
140;104;140;208
159;191;105;35
261;261;261;261
219;91;53;249
36;61;14;35
216;138;174;209
76;76;188;273
118;118;118;118
62;106;151;106
197;122;158;70
291;70;129;140
66;99;166;223
45;45;45;45
156;45;42;233
284;65;90;280
82;48;276;48
250;223;285;223
195;157;157;229
147;147;147;147
51;51;51;51
97;243;34;104
147;205;107;221
26;215;223;228
85;241;106;25
102;102;102;102
229;198;100;229
39;229;183;166
79;29;79;238
263;221;279;291
105;184;267;55
284;118;250;279
23;113;254;206
249;294;84;258
109;44;126;71
158;49;55;205
109;66;260;200
113;298;271;158
33;42;7;42
187;187;232;117
297;87;297;26
100;221;240;236
100;94;198;259
149;139;139;155
180;180;180;180
272;76;230;195
298;151;122;10
115;148;234;111
226;149;149;72
60;60;60;60
262;300;185;258
143;110;100;171
174;174;174;174
240;73;102;21
45;235;235;251
42;250;293;42
174;219;119;244
49;142;120;113
121;121;121;121
142;142;142;142
276;254;43;238
121;270;298;190
93;235;266;256
135;135;135;135
224;242;260;290
25;14;52;32
76;252;294;37
136;136;136;136
259;259;259;259
270;171;147;171
62;255;62;93
95;95;95;95
210;139;182;126
59;202;191;220
256;242;163;187
144;300;293;45
255;249;134;74
68;68;68;68
59;68;54;111
26;181;130;43
18;210;79;273
129;13;31;31
224;224;287;189
136;254;254;200
125;125;125;125
139;139;216;24
98;150;25;174
30;271;271;29
31;208;55;243
144;144;144;144
49;49;49;49
150;254;89;272
56;56;200;289
140;140;108;29
165;165;165;165
207;241;248;241
157;219;235;102
269;269;269;269
194;242;27;18
39;179;33;118
260;261;222;55
145;91;145;42
245;203;245;78
283;283;283;283
70;29;76;134
252;236;236;85
75;224;48;117
15;238;35;192
7;7;7;7
118;118;118;118
91;40;190;142
72;244;281;280
208;237;33;33
224;26;288;283
42;37;207;30
110;110;110;110
131;139;69;230
136;40;125;297
295;197;136;119
197;9;11;289
56;56;56;56
116;59;250;140
191;102;191;36
158;178;182;282
129;129;129;129
81;81;81;81
55;100;215;168
78;119;237;74
63;52;168;32
188;188;188;188
78;78;78;78
273;273;171;48
61;144;298;104
295;295;295;295
253;215;228;197
65;65;65;65
61;124;38;11
18;270;154;245
40;297;293;293
293;20;284;143
228;86;41;71
51;264;92;136
139;160;202;85
248;83;210;298
121;85;278;97
126;239;206;245
194;194;194;194
65;89;13;115
97;59;45;41
95;167;252;271
157;157;157;157
23;179;204;238
218;105;250;287
129;129;129;129
136;74;267;267
251;286;271;251
183;177;46;299
207;264;103;83
46;212;11;198
209;209;209;209
191;80;260;257
68;205;22;126
251;83;196;218
18;110;97;104
126;187;126;101
207;70;245;198
169;169;169;169
202;285;285;19
198;212;205;212
81;268;276;115
15;236;72;94
148;191;11;110
12;293;113;230
236;244;88;287
149;272;12;251
263;280;37;280
52;275;195;220
134;134;134;134
136;150;63;234
250;172;288;155
168;192;102;167
203;203;203;203
91;91;91;91
192;192;192;192
294;255;58;255
222;104;76;170
98;98;98;98
142;191;295;258
47;88;179;253
70;92;238;44
21;133;21;253
133;180;291;208
112;28;89;92
89;180;174;159
209;209;209;209
168;168;79;295
185;54;276;203
113;258;125;70
21;40;101;67
141;150;90;111
59;245;50;182
245;118;271;109
184;7;13;24
241;289;122;112
132;187;256;288
108;226;72;134
111;30;247;121
194;194;194;194
211;268;197;17
167;167;167;167
97;97;93;233
76;219;234;234
290;162;236;88
14;14;14;14
189;161;73;203
104;46;123;285
55;55;55;55
154;180;106;25
188;164;268;58
93;181;204;86
296;139;164;205
54;170;202;288
121;261;281;121
206;22;111;35
84;186;218;242
69;145;77;228
125;125;125;125
273;288;59;288
94;94;94;94
200;252;42;76
300;49;140;37
122;41;40;30
33;187;137;137
156;156;279;204
199;199;199;199
295;295;295;295
297;297;297;297
206;136;261;68
225;225;225;225
236;230;194;17
209;209;209;209
298;166;104;166
103;9;80;268
165;289;159;258
292;176;45;210
57;279;67;205
67;299;255;290
144;216;23;126
254;267;85;161
80;196;21;21
74;215;215;211
284;284;284;284
204;89;51;204
85;259;215;139
64;160;160;11
205;270;13;12
225;259;88;287
192;101;75;164
233;233;237;110
212;277;49;49
214;270;262;270
195;195;61;143
255;17;150;17
299;299;23;154
126;126;191;84
263;263;263;263
237;237;237;237
82;222;179;95
222;144;269;222
232;45;127;282
285;285;285;285
265;195;44;147
222;211;211;276
69;255;75;297
300;300;300;300
176;73;133;277
229;137;33;33
89;125;131;29
104;104;104;104
185;185;185;185
131;109;288;137
241;214;51;41
104;104;104;104
143;144;113;148
220;157;241;242
169;285;55;263
233;116;20;116
150;94;94;252
195;82;102;27
65;285;144;258
65;177;232;61
193;268;151;204
239;267;250;224
63;63;63;63
290;82;216;197
173;15;250;73
42;137;222;13
7;68;64;68
287;254;99;287
14;219;193;193
206;206;206;206
298;298;298;298
55;153;196;273
169;196;196;7
86;201;209;86
99;99;99;99
284;7;156;285
272;255;87;169
79;219;141;29
201;38;215;146
287;163;287;22
131;208;198;208
242;242;242;242
107;181;10;211
31;12;123;51
238;139;285;153
296;285;27;202
208;44;262;66
278;278;278;278
286;127;53;139
105;17;107;158
200;262;96;15
26;82;53;273
56;78;184;27
133;133;44;16
5;52;137;120
64;218;9;129
298;187;182;18
157;185;30;153
272;76;237;248
22;236;138;184
287;185;226;85
50;50;50;50
218;244;244;247
155;202;193;165
257;298;37;221
242;242;20;85
228;136;12;181
66;66;66;66
290;297;287;181
277;277;277;277
200;64;165;142
131;138;190;243
35;295;155;11
109;243;243;164
21;203;264;244
187;228;284;258
144;144;144;144
51;103;64;162
194;238;74;252
5;5;5;5
180;44;33;44
292;281;283;96
53;264;134;178
39;39;39;39
12;129;248;81
246;252;246;51
284;130;193;132
204;131;210;102
101;101;101;101
23;221;121;116
167;224;66;176
108;135;6;225
43;43;43;43
193;234;203;178
284;207;8;220
238;51;176;43
290;27;191;121
230;272;152;131
236;195;226;201
205;205;205;205
224;234;161;295
291;6;14;6
195;65;65;259
39;28;234;223
116;85;82;116
251;124;251;240
174;275;72;198
298;107;71;232
212;104;114;224
127;127;127;127
99;99;99;99
259;167;167;264
47;147;224;12
21;21;21;21
215;247;109;92
46;51;160;145
229;229;229;229
54;184;228;156
245;212;83;284
113;265;113;207
200;16;176;174
182;87;29;171
38;244;164;19
250;86;296;30
136;79;285;64
251;252;190;190
164;164;164;164
274;252;277;158
227;227;227;227
69;164;161;161
68;61;35;33
187;206;248;10
187;151;191;274
81;126;44;23
231;70;236;111
226;83;191;237
95;54;212;72
19;177;277;122
167;274;274;253
48;189;76;157
241;121;110;300
242;235;195;90
219;255;255;79
214;273;214;204
139;268;241;179
51;299;217;51
182;182;182;182
119;292;76;190
143;235;107;171
7;7;7;7
67;67;67;67
151;151;151;151
207;139;41;207
12;229;246;21
217;278;269;108
118;41;203;210
143;109;128;6
24;154;157;14
189;189;189;189
170;75;10;10
234;234;234;234
254;140;256;254
240;151;186;150
259;186;113;92
232;228;222;101
208;75;201;201
272;24;167;13
6;6;64;231
24;24;24;24
73;93;278;85
281;150;281;45
148;161;122;171
272;14;130;289
73;212;219;158
250;242;250;135
49;235;161;241
182;13;295;114
238;249;160;217
84;183;136;288
194;194;194;194
30;30;30;30
247;247;247;247
298;104;164;201
121;176;266;282
126;278;124;173
166;182;183;37
109;109;109;109
143;265;101;23
285;46;7;279
233;225;68;197
53;261;111;37
160;160;160;160
276;276;276;276
143;231;296;296
42;86;86;117
135;255;135;257
213;120;197;276
291;139;31;122
18;259;219;219
18;122;87;297
137;188;282;30
121;6;5;94
167;227;179;184
294;195;126;80
107;117;165;165
110;110;110;110
197;97;70;282
63;63;196;19
57;195;278;195
83;124;26;202
70;181;290;290
28;28;28;28
292;23;108;292
10;89;209;183
246;135;104;86
223;223;223;223
81;107;129;251
272;41;256;159
165;231;131;249
210;248;210;173
173;163;182;273
68;121;257;174
58;49;16;289
7;213;282;15
255;255;255;255
277;15;177;243
240;149;196;182
150;150;150;150
122;147;98;87
197;16;141;162
196;73;196;100
250;250;250;250
296;157;91;152
289;257;289;55
106;106;106;106
81;81;45;244
273;282;20;180
68;163;15;63
185;185;185;185
95;209;11;70
153;153;153;153
266;181;12;141
265;119;17;88
135;135;223;110
125;258;139;212
159;159;159;159
32;18;245;130
6;74;287;6
178;227;211;178
239;151;79;239
31;245;245;186
125;103;96;201
264;156;156;28
218;193;32;214
259;259;259;259
204;204;204;204
251;62;9;37
250;215;122;32
23;193;231;85
124;124;124;124
99;99;99;99
104;86;14;259
98;42;226;45
221;237;188;35
66;9;174;35
7;262;98;37
218;251;194;154
8;239;60;8
282;214;82;42
127;84;44;273
69;17;192;10
70;163;265;59
73;144;216;76
8;288;91;8
79;196;15;11
94;56;205;94
231;283;135;215
247;270;276;47
8;78;78;99
272;47;221;281
53;143;270;112
95;151;47;275
28;135;85;278
206;206;206;206
53;91;90;21
80;259;176;27
237;262;29;10
82;126;197;126
128;128;10;31
139;139;139;139
90;90;90;90
94;94;129;258
118;293;293;159
171;234;101;10
63;63;63;63
198;191;54;54
298;109;231;192
164;164;164;164
232;176;176;64
169;32;109;156
35;35;35;35
21;12;172;38
97;272;112;157
11;176;125;131
218;160;33;59
199;80;78;102
20;140;269;24
224;190;190;94
194;36;107;261
171;79;283;208
241;163;99;163
43;294;182;170
252;6;205;49
21;292;76;120
82;270;221;193
283;255;68;90
254;283;117;32
255;255;255;255
154;82;288;154
120;240;120;60
6;139;197;141
96;150;229;228
95;95;95;95
260;31;53;15
62;78;67;27
77;80;262;272
270;70;250;211
150;165;139;104
94;148;187;266
215;98;229;290
176;161;102;102
44;253;44;203
206;138;133;14
160;188;182;222
65;65;65;65
117;240;120;31
105;105;105;105
27;142;105;27
216;216;216;216
291;111;138;111
211;225;148;148
71;27;117;127
286;292;239;297
161;152;216;216
251;37;251;8
126;126;126;126
157;225;268;157
127;44;125;227
211;239;27;273
260;260;260;260
89;89;89;89
129;298;122;5
47;57;18;47
5;205;74;186
196;189;36;137
51;66;278;51
111;111;111;111
277;277;277;277
119;279;277;278
12;259;242;45
35;235;186;130
229;92;7;92
248;232;58;190
93;51;93;102
77;216;163;163
149;124;172;172
82;260;92;260
245;172;300;288
202;23;82;296
108;251;108;20
289;139;86;20
205;55;282;32
127;154;295;225
130;46;173;6
168;168;168;168
149;201;259;167
271;154;62;160
295;210;92;251
183;275;83;19
192;291;69;173
246;79;30;71
101;203;212;177
272;272;272;272
72;72;124;145
238;292;111;124
135;299;50;273
283;283;283;283
97;97;97;97
197;194;123;135
47;106;195;221
42;127;14;250
18;18;18;18
106;106;106;106
174;174;174;174
132;132;132;132
81;152;96;152
235;212;166;198
32;260;259;86
227;87;188;277
243;42;174;13
45;45;258;230
211;211;161;266
58;58;58;58
300;89;158;8
39;81;235;19
163;258;197;262
27;125;143;209
41;41;264;207
259;259;265;199
133;19;133;63
288;117;127;256
8;91;142;158
253;260;186;260
48;173;26;46
164;177;260;30
68;123;218;290
114;114;114;114
175;158;63;173
48;8;67;127
238;79;92;50
227;44;195;250
284;53;284;209
261;147;119;166
93;182;269;162
263;154;141;89
87;87;87;87
300;300;300;300
262;39;40;39
150;223;113;142
83;203;204;204
94;287;72;177
81;241;15;286
79;131;79;32
244;244;244;244
70;86;160;70
26;264;26;211
234;234;234;234
148;256;254;115
93;266;93;6
22;22;22;22
162;6;47;162
115;115;115;115
220;220;47;158
42;99;97;44
112;112;112;112
81;197;292;168
57;129;141;57
220;191;39;111
46;201;130;237
241;171;146;29
148;158;33;68
23;151;151;267
49;155;231;285
215;215;215;215
245;221;289;180
184;174;65;159
66;178;151;178
230;269;234;189
200;47;66;153
278;81;222;222
271;271;271;271
251;251;251;251
15;144;155;101
275;160;171;9
90;193;156;195
211;256;256;229
146;281;146;69
189;46;270;12
41;41;65;112
64;64;64;64
119;212;212;123
110;245;135;12
109;8;9;54
200;117;268;165
136;189;149;224
246;170;160;192
269;130;193;170
202;73;56;252
171;77;14;73
28;168;249;187
255;285;126;161
194;225;276;286
72;220;276;185
120;163;244;78
189;262;189;203
212;31;89;144
127;44;103;10
120;236;187;156
177;216;69;29
220;103;220;228
244;36;113;117
276;219;30;163
227;263;71;236
211;256;207;60
130;130;130;130
56;193;72;72
38;182;207;207
285;297;222;272
180;93;98;248
138;138;138;138
297;135;265;288
261;191;108;74
125;108;252;62
166;166;185;107
138;138;138;138
137;192;7;53
189;267;267;294
278;283;194;272
27;106;241;216
267;225;295;280
104;104;290;231
219;64;153;98
208;86;101;268
160;214;253;252
233;233;233;233
97;148;64;232
144;144;144;144
241;281;106;281
131;84;272;33
82;82;133;122
109;231;209;265
211;136;266;175
20;243;37;216
191;210;269;167
250;250;250;250
228;115;65;223
142;108;191;108
225;181;59;269
97;24;72;60
248;212;72;50
53;255;269;97
188;188;188;188
223;131;5;178
131;194;203;151
178;178;178;178
143;201;264;264
49;49;49;49
242;242;242;242
105;294;221;123
80;173;43;161
113;113;113;113
48;65;139;24
11;176;81;176
108;126;279;256
67;62;98;116
65;18;263;65
204;227;118;204
266;218;44;188
153;192;251;211
211;215;270;117
246;246;246;246
185;185;185;185
23;258;9;259
106;277;54;108
177;266;94;43
236;269;140;97
33;171;170;117
12;11;26;239
114;114;114;114
40;290;205;136
104;279;279;43
95;118;220;174
134;146;240;146
159;34;300;86
9;173;90;255
49;76;158;96
268;261;253;9
222;191;252;259
66;291;85;27
238;24;276;5
155;134;218;231
95;124;59;292
151;211;68;151
244;8;72;157
182;259;106;221
130;253;135;65
151;183;55;16
16;283;252;257
138;127;269;272
155;212;234;13
52;99;47;211
56;150;185;130
113;19;80;154
278;114;68;16
266;266;266;266
117;171;198;222
239;275;208;174
153;224;248;5
42;67;42;283
217;92;294;25
231;229;81;74
25;277;282;212
141;132;225;56
202;200;9;210
163;63;251;21
176;176;176;176
143;144;256;62
63;144;18;285
12;32;136;147
68;30;289;20
130;120;205;85
122;199;280;26
39;266;71;210
159;151;187;299
271;273;32;215
111;111;111;111
37;37;37;37
164;238;267;267
94;94;94;94
78;78;78;78
267;68;274;238
148;86;131;49
192;254;152;208
259;64;199;216
41;41;41;41
278;172;81;173
27;26;86;110
201;153;134;82
158;296;296;48
118;118;118;118
140;119;234;52
179;297;104;253
265;137;277;47
96;267;260;45
30;121;159;256
272;135;67;120
97;175;125;125
238;250;125;148
91;127;31;127
47;104;47;160
161;295;49;85
164;136;269;21
102;278;214;297
128;270;233;245
107;107;28;236
224;154;17;8
106;21;21;39
195;268;257;19
266;227;118;67
283;146;284;288
24;126;297;7
91;191;52;272
207;251;270;35
108;219;239;23
211;211;62;300
42;131;248;124
87;87;87;87
95;85;68;101
117;72;220;220
155;189;279;158
46;104;245;236
187;207;78;78
70;30;208;105
157;223;181;108
180;15;157;157
105;105;105;105
143;143;143;143
294;294;132;152
211;266;297;268
211;76;51;49
104;104;281;73
63;58;80;77
22;267;22;223
79;42;188;250
54;74;89;207
240;278;162;240
157;145;27;28
10;229;185;214
